chunk_id,source_id,domain,source_title,author,translator,publication_year,citation,section_title,structural_locator,chunk_text,token_count,source_checksum,text_checksum,selection_rank,selection_class,selection_score,selection_rule_ids,matched_terms,eligible_concepts,hard_negative_category,selection_rationale,parser_warnings,review_flags,structure_report_action,ocr_noise_score,severe_ocr_noise,review_decision,reviewer,reviewed_at,review_notes,consciousness_label,self_identity_label,reality_appearance_label,primary_concept,secondary_concepts,hard_negative_for,hard_negative_category_reviewed,citation_verified,text_quality_status,ocr_review_status,edited_text
samkhya_vachaspati_jha_1896_tattva_kaumudi:chunk:0c8c60d95f27fe584ea2366a,samkhya_vachaspati_jha_1896_tattva_kaumudi,samkhya,The Tattva-Kaumudi of Vachaspati Misra,Vachaspati Misra,Ganganatha Jha,1896,Vachaspati Misra. An English Translation with the Sanskrit Text of the Tattva-Kaumudi. trans. Ganganatha Jha. 1896,,,"(273). The unlimited residua of Karma also having their prolificness destroyed by the force of true knowledge, they do * not lead to any further experience. The seeds of action produce sprouts only on the ground of Buddhi, damp with the waters of pain. The ground, liowever, becomes barren by having its dampness of pain dried up by the extreme heat of true wisdom, and hence the Karmic seeds cease to sprout forth into experi- ence. With this view it is said — “ Virtue and the rest become devoid of caused energy T Even when wisdom has been attained, the body continues for a y^ile, on account of the previous impulse ; just as even after the action of the potter has ceased, the wheel continues to revolve on account of the ' momentum imparted to it. In due time, however, the impulse having exhausted itself it stops. In the continuance of the body, the impulse is supplied by virtue and vice whose fruition has already commenced, as is declared by S'ruti — “ Other (actions) having been destroyed by .itself experience, the soul 'attains beatitude” and “The delay is only so long as beatitude is not attained ”[ CMdwflfoyycs VI, i, 2]. This impulse (or impression) is a peculiar one, in which all illusion has been destroyed ; and in consequence of this impulse, the Spirit re- mains awhile invested with the body.",278,b9ba240686bcd198c54130040e9148d4ef12287a8f623a8843a6bb441f3da730,5937a43912a2de8946d6a3a8dc6ca1892b7d42d6cc0be0e2f5ff82136af43636,300,positive,15.618546,concept_lexical:consciousness | concept_lexical:reality_appearance,experience | illusion | buddhi | knowledge | true | body,consciousness | reality_appearance,,"class=positive; eligible_concepts=consciousness, reality_appearance; review_flags=manual_section_review",,manual_section_review,manual_section_review,0.013145,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving consciousness=partial, self_identity=positive, reality_appearance=partial. Citation metadata is internally consistent.",partial,positive,partial,self_identity,consciousness|reality_appearance,,,yes,acceptable,clean,
advaita_sankara_johnston_1946_crest_jewel:chunk:6c7efd4a2d76ad83c00e3de4,advaita_sankara_johnston_1946_crest_jewel,advaita,The Crest-Jewel of Wisdom,"Sankaracarya, traditional attribution",Charles Johnston,1946,"Sankaracarya, traditional attribution. The Crest-Jewel of Wisdom and Other Writings of Sankaracharya. trans. Charles Johnston. 1946",,,"141

all bondage to works wither away — when That is known, which is the first and the last.

The Three Selves

The individual self appears in three degrees: as a limitation of the Self; as a ray of the conscious Self; and, thirdly, as the self imagined in dreams. The first alone is real.

For the limitation in the individual self is a mere imagination; and that which is supposed to be limited is the Reality. The idea of isolation in the individual self is only an error; but its identity with the Eternal is its real nature.

And that song they sang of “That thou art” is for the first of these three selves alone; it only is one with the perfect Eternal, not the other selves.

The power of world-glamor, existing in the Eternal, has two potencies: extension and limitation. Through the power of limitation, Glamor hides the undivided nature of the Eternal, and so builds up the images of the individual self and the world. [35]",199,9a9a7dea71a2d2a7f281604d4d086b336f60543610016c0621d89fc39a02e502,2cde2fe2ee5210a9fb49600fe3a1fdc6fd6c05a76c19faef952c5462ad3e39fb,301,positive,24.633938,crest_jewel_self | crest_jewel_superimposition | concept_lexical:consciousness | concept_lexical:self_identity | concept_lexical:reality_appearance,conscious | reality | real | self | identity | world | error,consciousness | self_identity | reality_appearance,,"class=positive; eligible_concepts=consciousness, self_identity, reality_appearance; source_rules=crest_jewel_self, crest_jewel_superimposition; review_flags=manual_section_review",,manual_section_review,manual_section_review,0.011606,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving consciousness=partial, self_identity=positive, reality_appearance=positive. Citation metadata is internally consistent.",partial,positive,positive,self_identity,reality_appearance|consciousness,,,yes,acceptable,clean,
advaita_sankara_johnston_1946_crest_jewel:chunk:fb60e7fe0dd749a8af070645,advaita_sankara_johnston_1946_crest_jewel,advaita,The Crest-Jewel of Wisdom,"Sankaracarya, traditional attribution",Charles Johnston,1946,"Sankaracarya, traditional attribution. The Crest-Jewel of Wisdom and Other Writings of Sankaracharya. trans. Charles Johnston. 1946",,,"Put away the false selfhood of family and race and name, of form and rank, for these dwell in this body; put away the actorhood and other powers of the body of form; become the Self whose self is partless joy.

Other bonds of man are seen, causes of birth and death, but the root and first form of them is selfishness.

Tke Power of Mind-Images

(Verses 299 — 378)

3 long as the Self is in bondage to the false personal

self of evil, so long is there not even a possibility of freedom, for these two are contraries.

But when free from the grasp of selfish personality, he reaches his real nature; Bliss and Being shine forth by their own light, like the full moon, free from black¬ ness.

But he who in the body thinks “this am I,” a delu¬ sion built up by the mind through darkness; when this delusion is destroyed for him without remainder, there arises for him the realization of Self as the Eternal, free from all bondage.",204,9a9a7dea71a2d2a7f281604d4d086b336f60543610016c0621d89fc39a02e502,f37c05aaccef8f905d21ba2768e583f7678bb2c1fb6c895e2b619a8e92d37065,302,positive,24.619458,crest_jewel_self | crest_jewel_superimposition | concept_lexical:consciousness | concept_lexical:self_identity | concept_lexical:reality_appearance,real | self | selfhood | mind | false | body,consciousness | self_identity | reality_appearance,,"class=positive; eligible_concepts=consciousness, self_identity, reality_appearance; source_rules=crest_jewel_self, crest_jewel_superimposition; review_flags=manual_section_review",,manual_section_review,manual_section_review,0.013054,false,include_with_edits,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving self_identity=positive, reality_appearance=positive. Citation metadata is internally consistent. Edited text only removes OCR/line-wrap soft-hyphen artifacts; chunk_text preserved.",negative,positive,positive,self_identity,reality_appearance,,,yes,needs_edit,corrected,"Put away the false selfhood of family and race and name, of form and rank, for these dwell in this body; put away the actorhood and other powers of the body of form; become the Self whose self is partless joy.

Other bonds of man are seen, causes of birth and death, but the root and first form of them is selfishness.

Tke Power of Mind-Images

(Verses 299 — 378)

3 long as the Self is in bondage to the false personal

self of evil, so long is there not even a possibility of freedom, for these two are contraries.

But when free from the grasp of selfish personality, he reaches his real nature; Bliss and Being shine forth by their own light, like the full moon, free from blackness.

But he who in the body thinks “this am I,” a delusion built up by the mind through darkness; when this delusion is destroyed for him without remainder, there arises for him the realization of Self as the Eternal, free from all bondage."
advaita_sankara_thibaut_1890_vedanta_sutras:chunk:61a48166225dfe19a20df5f6,advaita_sankara_thibaut_1890_vedanta_sutras,advaita,The Vedanta-Sutras with the Commentary of Sankara,"Badarayana, traditional attribution; Sankaracarya, commentator",George Thibaut,1890,"Badarayana, traditional attribution; Sankaracarya, commentator. The Vedanta-Sutras with the Commentary by Sankaracarya, Part I. trans. George Thibaut. 1890",,,"In the same light we have to view numerous other passages {Intro 119} which set forth the successive emanations proceeding from the first principle.

When, for instance, we meet in the Katha Up.

I, 3, 10, in the serial enumeration of the forms of existence intervening between the gross material world and the highest Self (the Person), with the 'avyâkrita,' the Undeveloped, immediately below the purusha; and when again the Mundaka Up.

II, 1, 2, speaks of the 'high Imperishable' higher than which is the heavenly Person; there is no reason whatever to see in that 'Undeveloped' and that 'high Imperishable' anything but that real element in Brahman from which, as in the Râmânuja system, the material universe springs by a process of real development.

We must of course render it quite clear to ourselves in what sense the terms 'real' and 'unreal' have to be understood.

The Upanishads no doubt teach emphatically that the material world does not owe its existence to any principle independent from the Lord like the pradhâna of the Sâ@nkhyas; the world is nothing but a manifestation of the Lord's wonderful power, and hence is unsubstantial, if we take the term 'substance' in its strict sense.

And, again, everything material is immeasurably inferior in nature to the highest spiritual principle from which it has emanated, and which it now hides from the individual soul.",279,845569c10c3b13b853902cdc82b4ddfefec20230663e960bc2308caa153571d5,d68958afbffe4cb6b24b33840e72adcab6372c05ddb01384c240b4d54cf55509,303,positive,24.613307,vedanta_sutras_brahman_self | vedanta_sutras_pradhana_refutation | concept_lexical:consciousness | concept_lexical:self_identity | concept_lexical:reality_appearance,purusha | real | self | world | existence | person | brahman | pradhâna,consciousness | self_identity | reality_appearance,,"class=positive; eligible_concepts=consciousness, self_identity, reality_appearance; source_rules=vedanta_sutras_brahman_self, vedanta_sutras_pradhana_refutation; review_flags=manual_section_review",,manual_section_review,manual_section_review,0.013669,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving self_identity=positive, reality_appearance=positive. Citation metadata is internally consistent.",negative,positive,positive,reality_appearance,self_identity,,,yes,acceptable,acceptable,
samkhya_vachaspati_jha_1896_tattva_kaumudi:chunk:3c58e50ac2656dcbebfe841a,samkhya_vachaspati_jha_1896_tattva_kaumudi,samkhya,The Tattva-Kaumudi of Vachaspati Misra,Vachaspati Misra,Ganganatha Jha,1896,Vachaspati Misra. An English Translation with the Sanskrit Text of the Tattva-Kaumudi. trans. Ganganatha Jha. 1896,,,"160 Reflection of Manas, Sclf-consciousness of Ahankara and

Determination of Buddbi

161 The five vital Airs common to all",22,b9ba240686bcd198c54130040e9148d4ef12287a8f623a8843a6bb441f3da730,5f989856df30efd2f6a10297cebeccf33693d212cbe691e8c04742f62b2f9826,304,positive,15.59466,tattva_kaumudi_purusha | concept_lexical:consciousness | concept_lexical:self_identity,consciousness,consciousness | self_identity,,"class=positive; eligible_concepts=consciousness, self_identity; source_rules=tattva_kaumudi_purusha; review_flags=manual_section_review",,manual_section_review,manual_section_review,0.015534,false,exclude,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,Excluded: fragment/heading too short to support an independent substantive claim. Citation metadata is internally consistent.,partial,negative,negative,,,,,yes,acceptable,clean,
samkhya_vachaspati_jha_1896_tattva_kaumudi:chunk:17706133627c85609a688587,samkhya_vachaspati_jha_1896_tattva_kaumudi,samkhya,The Tattva-Kaumudi of Vachaspati Misra,Vachaspati Misra,Ganganatha Jha,1896,Vachaspati Misra. An English Translation with the Sanskrit Text of the Tattva-Kaumudi. trans. Ganganatha Jha. 1896,,,"Verily no Spirit is bound, or is emancipated, or - , migrates ; it is Nature alone which *

lease in reality ap- has many rcccptacles, that is bound,

ply to Nature. . , , . ’

. or IS released, or migrates.

* (262). No Spirit is bound ; not any migrates ; nor is any emancipated. Nature alone, having many rcccptacles (bodily

[ 263 ]

106

[k. LXin— lxiv.]

forms of being), is bonnd, migrates and is released. Bondage, migration and release are ascribed to the Spirit, in the same manner as defeat and victory are attributed to, the king,

* though actually occurring to his soldiers ; because it is the servants that take part in the undertaking, the effects of which — gain or loss — accrue to the king. In the same manner, experience and release, though really belonging to Nature, are attributed to the Spirit, on account of the non- discrimination of Spirit from Nature. Thus the objection above urged loses all its force.",206,b9ba240686bcd198c54130040e9148d4ef12287a8f623a8843a6bb441f3da730,e90510b0582070f36d15347cfe6c88c18318020073b112e1ee4f68c9df851402,305,positive,14.82119,tattva_kaumudi_prakriti | concept_lexical:self_identity | concept_lexical:reality_appearance,experience | reality | discrimination,self_identity | reality_appearance,,"class=positive; eligible_concepts=self_identity, reality_appearance; source_rules=tattva_kaumudi_prakriti; review_flags=manual_section_review",,manual_section_review,manual_section_review,0.017881,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving self_identity=positive, reality_appearance=partial. Citation metadata is internally consistent.",negative,positive,partial,self_identity,reality_appearance,,,yes,acceptable,clean,
samkhya_dasgupta_1922_history_volume1_samkhya:chunk:4a4849ba116efdc00971d7fa,samkhya_dasgupta_1922_history_volume1_samkhya,samkhya,"A History of Indian Philosophy, Volume I — Samkhya",Surendranath Dasgupta,,1922,"Surendranath Dasgupta. A History of Indian Philosophy, Volume 1: Samkhya Sections. 1922",,,"The Jains we know were the contemporaries of Buddha and possibly of some of the Upani@sads too, and they had also a solution to offer. They held that it was not true that substance alone was true and qualities were mere false and illusory appearances. Further it was not true as the Buddhists said that there was no permanent substance but merely the change of passing qualities, for both these represent two extreme views and are contrary to experience. Both of them, however, contain some elements of truth but not the whole truth as given in experience. Experience shows that in all changes there are three elements: (1) that some collocations of qualities appear to remain unchanged; (2) that some new qualities are generated; (3) that some old qualities are destroyed. It is true that qualities of things are changing every minute, but all qualities are not changing. Thus when a jug is made, it means that the clay-lump has been destroyed, a jug has been generated and the clay is permanent, i.e. all production means that some old qualities have been lost, some new ones brought in, and there is some part in it which is permanent The clay has become lost in some form, has generated itself in another, and remained permanent in still",250,32e428ff11f493f3b40e3d67e8f68edbf67f57d0bf20eb5f3973f314413ef55b,364bb39f1e48d0b850c64bc848c34dece0d211e6b44703d07d0f6807d48104bb,306,positive,15.142057,concept_lexical:reality_appearance,experience | illusory | false | true,reality_appearance,,class=positive; eligible_concepts=reality_appearance; review_flags=source_specific_preprocessing,,source_specific_preprocessing,source_specific_preprocessing,0.010794,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving consciousness=partial, reality_appearance=positive. Citation metadata is internally consistent.",partial,negative,positive,reality_appearance,consciousness,,,yes,acceptable,acceptable,
advaita_sankara_thibaut_1890_vedanta_sutras:chunk:88e310ab6354d006b0c8e9e8,advaita_sankara_thibaut_1890_vedanta_sutras,advaita,The Vedanta-Sutras with the Commentary of Sankara,"Badarayana, traditional attribution; Sankaracarya, commentator",George Thibaut,1890,"Badarayana, traditional attribution; Sankaracarya, commentator. The Vedanta-Sutras with the Commentary by Sankaracarya, Part I. trans. George Thibaut. 1890",,,"Knowledge is enveloped by Ignorance; hence all creatures are deluded;' Bha.

Gî.

V, 14; 15) declares that in reality the relation of Ruler and ruled does not exist.

That, on the other hand, all those distinctions are valid, as far as the phenomenal world is concerned, Scripture as well as the Bhagavadgîtâ states; compare Bri.

Up.

IV, 4, 22, 'He is the Lord of all, the king of all things, the protector of all things; he is a bank and boundary, so that these worlds may not be confounded;' and Bha.

Gî.

XVIII, 61, 'The Lord, O Arjuna, is seated in the region of the heart of all beings, turning round all beings, (as though) mounted on a machine, by his delusion.' The Sûtrakâra also asserts the non-difference of cause and effect only with regard to the state of Reality; while he had, in the preceding Sûtra, where he looked to the phenomenal world, compared Brahman to the ocean, &c., that comparison resting on the assumption of the world of effects not yet having been refuted (i.e. seen to be unreal).—The view of Brahman as undergoing modifications will, moreover, be of use in the devout meditations on the qualified (saguna) Brahman.",264,845569c10c3b13b853902cdc82b4ddfefec20230663e960bc2308caa153571d5,06a793ef5965797d74ab20a41a3e0a4439e57a6d3db368df850b051a1ec8308c,307,positive,24.558882,vedanta_sutras_brahman_self | vedanta_sutras_superimposition | concept_lexical:consciousness | concept_lexical:self_identity | concept_lexical:reality_appearance,reality | phenomenal world | world | knowledge | brahman | ignorance,consciousness | self_identity | reality_appearance,,"class=positive; eligible_concepts=consciousness, self_identity, reality_appearance; source_rules=vedanta_sutras_brahman_self, vedanta_sutras_superimposition; review_flags=manual_section_review",,manual_section_review,manual_section_review,0.019112,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving consciousness=partial, reality_appearance=positive. Citation metadata is internally consistent.",partial,negative,positive,reality_appearance,consciousness,,,yes,acceptable,clean,
advaita_sankara_thibaut_1890_vedanta_sutras:chunk:8673ae9726f6683022d00a7d,advaita_sankara_thibaut_1890_vedanta_sutras,advaita,The Vedanta-Sutras with the Commentary of Sankara,"Badarayana, traditional attribution; Sankaracarya, commentator",George Thibaut,1890,"Badarayana, traditional attribution; Sankaracarya, commentator. The Vedanta-Sutras with the Commentary by Sankaracarya, Part I. trans. George Thibaut. 1890",,,"But—it may be said—(that would not be a mere assumption, but) Scripture itself, by quoting the parallel instances of clay and so on, declares itself in favour of a Brahman {327} capable of modification; for we know from experience that clay and similar things do undergo modifications.—This objection—we reply—is without force, because a number of scriptural passages, by denying all modification of Brahman, teach it to be absolutely changeless (kûtastha).

Such passages are, 'This great unborn Self; undecaying, undying, immortal, fearless, is indeed Brahman' (Bri.

Up.

IV, 4, 25); 'That Self is to be described by No, no' (Bri.

Up.

III, 9, 26); 'It is neither coarse nor fine' (Bri.

Up.

III, 8, 8).

For to the one Brahman the two qualities of being subject to modification and of being free from it cannot both be ascribed.

And if you say, 'Why should they not be both predicated of Brahman (the former during the time of the subsistence of the world, the latter during the period of reabsorption) just as rest and motion may be predicated (of one body at different times)?' we remark that the qualification, 'absolutely changeless' (kûtastha), precludes this.

For the changeless Brahman cannot be the substratum of varying attributes.",280,845569c10c3b13b853902cdc82b4ddfefec20230663e960bc2308caa153571d5,1249cf37d838d5d2c7e76322d96c459b7119cca5ac1cbd82e714ec401196aa1a,308,positive,24.538044,vedanta_sutras_brahman_self | concept_lexical:consciousness | concept_lexical:self_identity | concept_lexical:reality_appearance,experience | self | subject | world | body | brahman,consciousness | self_identity | reality_appearance,,"class=positive; eligible_concepts=consciousness, self_identity, reality_appearance; source_rules=vedanta_sutras_brahman_self; review_flags=manual_section_review",,manual_section_review,manual_section_review,0.021196,false,exclude,GPT-5.6 Sol,2026-08-08T09:17:00+05:30,"Excluded in Advaita second-pass curation: technical modification objection; redundant with stronger retained Maya/changeless-Brahman passages. Removed to reduce Advaita/source concentration while preserving stronger, less redundant Phase 1 coverage. Citation metadata remains usable.",partial,partial,negative,self_identity,consciousness,,,yes,acceptable,clean,
advaita_sankara_thibaut_1890_vedanta_sutras:chunk:dba484fbdc107b1622b21c54,advaita_sankara_thibaut_1890_vedanta_sutras,advaita,The Vedanta-Sutras with the Commentary of Sankara,"Badarayana, traditional attribution; Sankaracarya, commentator",George Thibaut,1890,"Badarayana, traditional attribution; Sankaracarya, commentator. The Vedanta-Sutras with the Commentary by Sankaracarya, Part I. trans. George Thibaut. 1890",,,"To this we make the following reply.—The word 'light' can denote the highest Brahman only, on account of that being seen. We see that in the whole chapter Brahman is carried on as the topic of discussion. For the Self, which is free from sin, &c. is introduced as the general subject-matter in VIII, 7, 1 ('the Self which is free from sin'); it is thereupon set forth as that which is to be searched out and to be understood (VIII, 7, 1); it is carried on by means of the clauses, 'I shall explain that further to you' (VIII, 9, 3 ff.); after that freedom from body is said to belong to it, because it is one with light ('when he is free from the body then neither pleasure nor pain touches him,' VIII, 12, 1)—and freedom from body is not possible outside Brahman—and it is finally qualified as 'the highest light, the highest person' (VIII, 12, 3).—Against the statement, made by the pûrvapakshin, that Scripture speaks of a man going to release as reaching the sun, we remark, that the release there referred to is not the ultimate one, since it is said to be connected with going and departing upwards. That the ultimate release has nothing to do with going and departing upwards we shall show later on.",285,845569c10c3b13b853902cdc82b4ddfefec20230663e960bc2308caa153571d5,12ee4903707b44af5331b21758a10f0b8468c766bc259ea7c6313116cbf914ca,309,positive,24.522273,vedanta_sutras_brahman_self | concept_lexical:consciousness | concept_lexical:self_identity | concept_lexical:reality_appearance,self | subject | body | person | brahman,consciousness | self_identity | reality_appearance,,"class=positive; eligible_concepts=consciousness, self_identity, reality_appearance; source_rules=vedanta_sutras_brahman_self; review_flags=manual_section_review",,manual_section_review,manual_section_review,0.022773,false,exclude,GPT-5.6 Sol,2026-08-08T09:17:00+05:30,"Excluded in Advaita second-pass curation: lexical exegesis of 'light'; comparatively weak standalone Phase 1 evidence. Removed to reduce Advaita/source concentration while preserving stronger, less redundant Phase 1 coverage. Citation metadata remains usable.",negative,partial,negative,self_identity,,,,yes,acceptable,clean,
samkhya_vachaspati_jha_1896_tattva_kaumudi:chunk:c2a2ddf3f0bed06df09a507b,samkhya_vachaspati_jha_1896_tattva_kaumudi,samkhya,The Tattva-Kaumudi of Vachaspati Misra,Vachaspati Misra,Ganganatha Jha,1896,Vachaspati Misra. An English Translation with the Sanskrit Text of the Tattva-Kaumudi. trans. Ganganatha Jha. 1896,,,"“ At ease, ” *. e.. Inactive ; “ Pure "" t. e., Unmixed with the impurities of Buddhi, dne to the Attributes, — though to the last moment the Spirit continues to be in contact with the Attribute of Goodness ; or else no (perception, and hence no) wisdom would be possible.

(270). Objection ; — Let this be so. We have nothing to say against your statement as to Nature desisting from pro- ductions. But the production has been said to be due to the connection (of Spirit and Matter) ; and this connection is only* a form of capability ; and the capability to experience Cbn- stitutes the intelligence of the Spirit, as the capacity of being the object of experience constitutes the non-intelligence and objectivity of Nature ; and these two*capabilitie8 can never be vsaid to cease ; and yon cannot urge that they cease, because there is nothing left to be done, for though one set of objects has been experienced by the Spirit, there are others of the same kind still to be experienced. (Thus no emancipation is possible).

We reply : —",224,b9ba240686bcd198c54130040e9148d4ef12287a8f623a8843a6bb441f3da730,22a0ff28408fdb209a8cfdd972a6541f5cd1106691b1c31ea49d44c3a1af4989,310,positive,14.329879,concept_lexical:consciousness,experience | perception | buddhi | object,consciousness,,class=positive; eligible_concepts=consciousness; review_flags=manual_section_review,,manual_section_review,manual_section_review,0.017012,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving consciousness=positive, self_identity=positive. Citation metadata is internally consistent.",positive,positive,negative,self_identity,consciousness,,,yes,acceptable,clean,
samkhya_dasgupta_1922_history_volume1_samkhya:chunk:12fabb70715baa09d9a08389,samkhya_dasgupta_1922_history_volume1_samkhya,samkhya,"A History of Indian Philosophy, Volume I — Samkhya",Surendranath Dasgupta,,1922,"Surendranath Dasgupta. A History of Indian Philosophy, Volume 1: Samkhya Sections. 1922",,,"76

world.

That which to an ordinary person seems pleasurable appears to a wise person or to a yogin who has a clearer vision as painful.

The greater the knowledge the higher is the sensitiveness to sorrow and dissatisfaction with world experiences.

The yogin is like the pupil of the eye to which even the smallest grain of disturbance is unbearable.

This sorrow of worldly experiences cannot be removed by bringing in remedies for each sorrow as it comes, for the moment it is remedied another sorrow comes in.

It cannot also be avoided by mere inaction or suicide, for we are continually being forced to action by our nature, and suicide will but lead to another life of sorrow and rebirth.

The only way to get rid of it is by the culmination of moral greatness and true knowledge which uproot sorrow once for all.

It is our ignorance that the self is intimately connected with the experiences of life or its pleasures, that leads us to action and arouses passion in us for the enjoyment of pleasures and other emotions and activities.

Through the highest moral elevation a man may attain absolute dispassion towards world-experiences and retire in body, mind, and speech from all worldly concerns.

When the mind is so purified, the self shines in its true light, and its true nature is rightly conceived.

When this is once done the self can never again be associated with passion or ignorance.

It becomes at this stage ultimately dissociated from citta which contains within it the root of all emotions, ideas, and actions.

Thus emancipated the self for ever conquers all sorrow.",299,32e428ff11f493f3b40e3d67e8f68edbf67f57d0bf20eb5f3973f314413ef55b,2bfbe5e5fcf3a50476f91d20c2f25373f5028e61a8428660de1a2d54322667bf,311,positive,14.688377,concept_lexical:self_identity,self | mind | world | knowledge | true | body | person,self_identity,,class=positive; eligible_concepts=self_identity; review_flags=manual_section_review,,manual_section_review,manual_section_review,0.006162,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,Included: substantive and understandable passage serving self_identity=positive. Citation metadata is internally consistent.,negative,positive,negative,self_identity,,,,yes,acceptable,clean,
samkhya_dasgupta_1922_history_volume1_samkhya:chunk:657410f0882a927e208464c6,samkhya_dasgupta_1922_history_volume1_samkhya,samkhya,"A History of Indian Philosophy, Volume I — Samkhya",Surendranath Dasgupta,,1922,"Surendranath Dasgupta. A History of Indian Philosophy, Volume 1: Samkhya Sections. 1922",,,"1 Comprehension of the Philosophical Issues more essential than the Dialectic of Controversy………………………………406 2 The philosophical situation: a Review……………………..408 3 Vedânta Literature………………………………………418 4 Vedânta in Gau@dapâda……………………………………420 5 Vedânta and Sa@nkara (788-820 A.D.)……………………….429 6 The main idea of the Vedânta philosophy……………………439 7 In what sense is the world-appearance false?……………….443 8 The nature of the world-appearance, phenomena………………445 9 The Definition of Ajñâna (nescience)………………………452 10 Ajñâna established by Perception and Inference…………….454 11 Locus and Object of Ajñâna, Aha@mkâra and Anta@hkara@na…….457 12 Anirvâcyavâda and the Vedânta dialectic…………………..461 13 The Theory of Causation…………………………………465 14 Vedânta theory of Perception and Inference………………..470 15 Âtman, Jîva, Is'vara, Ekajîvavâda and D@r@s@tis@r@s@tivâda….474 16 Vedânta theory of",297,32e428ff11f493f3b40e3d67e8f68edbf67f57d0bf20eb5f3973f314413ef55b,514d84124b75eb3d4530e109f5bfdb905ee1710298bf423bf2e860cd8974c38b,312,positive,14.897713,concept_lexical:reality_appearance,appearance | perception | world | object | false | causation,reality_appearance,,"class=positive; eligible_concepts=reality_appearance; review_flags=source_specific_preprocessing, source_exclusion_overlap:dasgupta_causation",,source_specific_preprocessing | source_exclusion_overlap:dasgupta_causation,source_specific_preprocessing,0.110229,false,exclude,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,Excluded: table-of-contents/index/editorial listing rather than a substantive passage. Citation metadata is internally consistent.,negative,positive,positive,,,,,yes,acceptable,acceptable,
advaita_sankara_thibaut_1890_vedanta_sutras:chunk:aae2020cf8d774daff0a8c83,advaita_sankara_thibaut_1890_vedanta_sutras,advaita,The Vedanta-Sutras with the Commentary of Sankara,"Badarayana, traditional attribution; Sankaracarya, commentator",George Thibaut,1890,"Badarayana, traditional attribution; Sankaracarya, commentator. The Vedanta-Sutras with the Commentary by Sankaracarya, Part I. trans. George Thibaut. 1890",,,"But neither unsubstantiality nor inferiority of the kind mentioned constitutes unreality in the sense in which the Mâyâ of Sa@nkara is unreal.

According to the latter the whole world is nothing but an erroneous appearance, as unreal as the snake, for which a piece of rope is mistaken by the belated traveller, and disappearing just as the imagined snake does as soon as the light of true knowledge has risen.

But this is certainly not the impression left on the mind by a comprehensive review of the Upanishads which dwells on their general scope, and does not confine itself to the undue urging of what may be implied in some detached passages.

The Upanishads do not call upon us to look upon the whole world as a baseless illusion to be destroyed by knowledge; the great error which they admonish us to relinquish is rather that things have a separate individual existence, and are not tied together by the bond of being all of them effects {Intro 120} of Brahman, or Brahman itself.

They do not say that true knowledge sublates this false world, as Sa@nkara says, but that it enables the sage to extricate himself from the world—the inferior mûrta rûpa of Brahman, to use an expression of the Brihadâranyaka—and to become one with Brahman in its highest form.",245,845569c10c3b13b853902cdc82b4ddfefec20230663e960bc2308caa153571d5,89e4b539ba8c487af2598e4986f764ddc43ae630634cbd2128be5bd69cf8fa5e,313,positive,24.42675,vedanta_sutras_brahman_self | concept_lexical:consciousness | concept_lexical:self_identity | concept_lexical:reality_appearance,appearance | illusion | mind | world | knowledge | error | false | true | existence | brahman,consciousness | self_identity | reality_appearance,,"class=positive; eligible_concepts=consciousness, self_identity, reality_appearance; source_rules=vedanta_sutras_brahman_self; review_flags=manual_section_review",,manual_section_review,manual_section_review,0.007325,false,include,GPT-5.6 Sol,2026-08-08T08:58:00+05:30,"Included: substantive and understandable passage serving consciousness=partial, reality_appearance=positive. Citation metadata is internally consistent.",partial,negative,positive,reality_appearance,consciousness,,,yes,acceptable,acceptable,
